
==== START 2026-07-30 04:59:40 ====
CMD: conda run -n deeplearning --no-capture-output python -u /home/user/Desktop/Deep_learning_projects/4PI/Landslide_segmentation/codebase/Geo_physics_equation_derived_model/from_first_steps/training.py --dataset_root /home/user/Desktop/Deep_learning_projects/4PI/dataset --output_dir /home/user/Desktop/Deep_learning_projects/4PI/Landslide_segmentation/codebase/Geo_physics_equation_derived_model/from_first_steps/outputs_ablation/l4s/no_cmb --prithvi_snapshot /home/user/Desktop/Deep_learning_projects/4PI/prithvi_weights/models--ibm-nasa-geospatial--Prithvi-EO-2.0-100M-TL --compact --epochs 40 --batch_size 2 --num_workers 4 --device cuda:0 --no-auto_gpu --min_free_gb 0.5 --seed 42 --save_every 5 --resume --no_cmb
Landslide4Sense | train=3419 val=380 | PS-GPLNet
Compact mode: B0 backbone, fusion C=32, LoRA r=4 (dual decoders unchanged).
Building GeoPhysicsLandslideNet on CPU...
Unexpected keys (bn2.num_batches_tracked, bn2.bias, bn2.running_mean, bn2.running_var, bn2.weight, classifier.bias, classifier.weight, conv_head.weight) found while loading pretrained weights. This may be expected if model is being adapted.
Unexpected keys (bn2.num_batches_tracked, bn2.bias, bn2.running_mean, bn2.running_var, bn2.weight, classifier.bias, classifier.weight, conv_head.weight) found while loading pretrained weights. This may be expected if model is being adapted.
Using Prithvi snapshot: /home/user/Desktop/Deep_learning_projects/4PI/prithvi_weights/models--ibm-nasa-geospatial--Prithvi-EO-2.0-100M-TL/snapshots/2c84e383194986040f883cc43d7869002c425e1b
Model params: trainable=0.96M total=94.39M
Training pid=246795 on cuda:0 | amp=False
[GPU] Visible CUDA devices: 1
[GPU]   cuda:0 free=11.51 GiB / total=11.63 GiB | torch allocated=0.0 MiB
[GPU] nvidia-smi compute apps:
GPU-85f17fb3-3311-e91b-13cb-f9b3fd29c1df, 00000000:05:00.0, 246795, python, 104 MiB
Moving model to GPU...

Train:   0%|          | 0/1710 [00:00<?, ?it/s]
Train:   0%|          | 1/1710 [00:00<22:20,  1.27it/s]
Train:   0%|          | 2/1710 [00:01<13:20,  2.13it/s]
Train:   0%|          | 3/1710 [00:01<10:29,  2.71it/s]
Train:   0%|          | 4/1710 [00:01<09:07,  3.12it/s]
Train:   0%|          | 5/1710 [00:01<08:21,  3.40it/s]
Train:   0%|          | 6/1710 [00:02<07:54,  3.59it/s]
Train:   0%|          | 7/1710 [00:02<07:36,  3.73it/s]
Train:   0%|          | 8/1710 [00:02<07:24,  3.83it/s]
Train:   1%|          | 9/1710 [00:02<07:17,  3.89it/s]
Train:   1%|          | 10/1710 [00:03<07:11,  3.94it/s]
Train:   1%|          | 11/1710 [00:03<07:07,  3.97it/s]
Train:   1%|          | 12/1710 [00:03<07:05,  3.99it/s]
Train:   1%|          | 13/1710 [00:03<07:03,  4.01it/s]
Train:   1%|          | 14/1710 [00:04<07:01,  4.02it/s]
Train:   1%|          | 15/1710 [00:04<07:00,  4.03it/s]
Train:   1%|          | 16/1710 [00:04<06:59,  4.03it/s]
Train:   4%|▎         | 61/1710 [00:15<06:48,  4.04it/s]
Train:   4%|▎         | 62/1710 [00:15<06:47,  4.04it/s]
Train:   4%|▎         | 63/1710 [00:16<06:47,  4.04it/s]
Train:   4%|▎         | 64/1710 [00:16<06:47,  4.04it/s]
Train:   4%|▍         | 65/1710 [00:16<06:46,  4.04it/s]
Train:   4%|▍         | 66/1710 [00:16<06:46,  4.05it/s]
Train:   4%|▍         | 67/1710 [00:17<06:48,  4.03it/s]
Train:   4%|▍         | 68/1710 [00:17<06:47,  4.03it/s]
Train:   4%|▍         | 69/1710 [00:17<06:46,  4.04it/s]
Train:   4%|▍         | 70/1710 [00:17<06:46,  4.03it/s]
Train:   4%|▍         | 71/1710 [00:18<06:46,  4.03it/s]
Train:   4%|▍         | 72/1710 [00:18<06:46,  4.03it/s]
Train:   4%|▍         | 73/1710 [00:18<06:45,  4.04it/s]
Train:   4%|▍         | 74/1710 [00:18<06:45,  4.04it/s]
Train:   4%|▍         | 75/1710 [00:19<06:44,  4.04it/s]
Train:   4%|▍         | 76/1710 [00:19<06:44,  4.04it/s]
Train:   5%|▍         | 77/1710 [00:19<06:44,  4.04it/s]
Train:   5%|▍         | 78/1710 [00:19<06:43,  4.04it/s]
Train:   5%|▍         | 79/1710 [00:20<06:43,  4.04it/s]
Train:   5%|▍         | 80/1710 [00:20<06:43,  4.04it/s]
Train:   5%|▍         | 81/1710 [00:20<06:42,  4.04it/s]
Train:   5%|▍         | 82/1710 [00:20<06:42,  4.04it/s]
Train:   5%|▍         | 83/1710 [00:21<06:42,  4.04it/s]
Train:   5%|▍         | 84/1710 [00:21<06:42,  4.04it/s]
Train:   5%|▍         | 85/1710 [00:21<06:41,  4.04it/s]
Train:   5%|▌         | 86/1710 [00:21<06:41,  4.04it/s]
Train:   5%|▌         | 87/1710 [00:22<06:41,  4.04it/s]
Train:   5%|▌         | 88/1710 [00:22<06:41,  4.04it/s]
Train:   5%|▌         | 89/1710 [00:22<06:41,  4.04it/s]
Train:   5%|▌         | 90/1710 [00:22<06:41,  4.04it/s]
Train:   5%|▌         | 91/1710 [00:23<06:40,  4.04it/s]
Train:   5%|▌         | 92/1710 [00:23<06:40,  4.04it/s]
Train:   5%|▌         | 93/1710 [00:23<06:40,  4.04it/s]
Train:   5%|▌         | 94/1710 [00:23<06:39,  4.04it/s]
Train:   6%|▌         | 95/1710 [00:24<06:39,  4.04it/s]
Train:   6%|▌         | 96/1710 [00:24<06:39,  4.04it/s]
Train:   6%|▌         | 97/1710 [00:24<06:39,  4.04it/s]
Train:   6%|▌         | 98/1710 [00:24<06:39,  4.04it/s]
Train:   6%|▌         | 99/1710 [00:25<06:38,  4.04it/s]
Train:   6%|▌         | 100/1710 [00:25<06:38,  4.04it/s]
Train:   6%|▌         | 101/1710 [00:25<06:38,  4.04it/s]
Train:   6%|▌         | 102/1710 [00:25<06:37,  4.05it/s]
Train:   6%|▌         | 103/1710 [00:26<06:37,  4.04it/s]
Train:   6%|▌         | 104/1710 [00:26<06:37,  4.04it/s]
Train:   6%|▌         | 105/1710 [00:26<06:36,  4.04it/s]
Train:   6%|▌         | 106/1710 [00:26<06:36,  4.04it/s]
Train:   6%|▋         | 107/1710 [00:27<06:36,  4.05it/s]
Train:   6%|▋         | 108/1710 [00:27<06:35,  4.05it/s]
Train:   6%|▋         | 109/1710 [00:27<06:35,  4.05it/s]
Train:   6%|▋         | 110/1710 [00:27<06:35,  4.04it/s]
Train:   6%|▋         | 111/1710 [00:27<06:35,  4.04it/s]
Train:   7%|▋         | 112/1710 [00:28<06:35,  4.04it/s]
Train:   7%|▋         | 113/1710 [00:28<06:35,  4.03it/s]
Train:   7%|▋         | 114/1710 [00:28<06:35,  4.04it/s]
Train:   7%|▋         | 115/1710 [00:28<06:34,  4.04it/s]
Train:   7%|▋         | 116/1710 [00:29<06:34,  4.04it/s]
Train:   7%|▋         | 117/1710 [00:29<06:34,  4.04it/s]
Train:   7%|▋         | 118/1710 [00:29<06:33,  4.04it/s]
Train:   7%|▋         | 119/1710 [00:29<06:33,  4.04it/s]
Train:   7%|▋         | 120/1710 [00:30<06:33,  4.04it/s]
Train:   7%|▋         | 121/1710 [00:30<06:32,  4.04it/s]
Train:   7%|▋         | 122/1710 [00:30<06:32,  4.04it/s]
Train:   7%|▋         | 123/1710 [00:30<06:32,  4.04it/s]
Train:   7%|▋         | 124/1710 [00:31<06:31,  4.05it/s]
Train:   7%|▋         | 125/1710 [00:31<06:31,  4.04it/s]
Train:   7%|▋         | 126/1710 [00:31<06:31,  4.05it/s]
Train:   7%|▋         | 127/1710 [00:31<06:31,  4.04it/s]
Train:   7%|▋         | 128/1710 [00:32<06:31,  4.04it/s]
Train:   8%|▊         | 129/1710 [00:32<06:31,  4.04it/s]
Train:   8%|▊         | 130/1710 [00:32<06:31,  4.04it/s]
Train:   8%|▊         | 131/1710 [00:32<06:30,  4.04it/s]
Train:   8%|▊         | 132/1710 [00:33<06:30,  4.04it/s]
Train:   8%|▊         | 133/1710 [00:33<06:30,  4.04it/s]
Train:   8%|▊         | 134/1710 [00:33<06:29,  4.04it/s]
Train:   8%|▊         | 135/1710 [00:33<06:29,  4.04it/s]
Train:   8%|▊         | 136/1710 [00:34<06:29,  4.04it/s]
Train:   8%|▊         | 137/1710 [00:34<06:29,  4.04it/s]
Train:   8%|▊         | 138/1710 [00:34<06:29,  4.04it/s]
Train:   8%|▊         | 139/1710 [00:34<06:28,  4.04it/s]
Train:   8%|▊         | 140/1710 [00:35<06:28,  4.04it/s]
Train:   8%|▊         | 141/1710 [00:35<06:28,  4.04it/s]
Train:   8%|▊         | 142/1710 [00:35<06:28,  4.04it/s]
Train:   8%|▊         | 143/1710 [00:35<06:27,  4.04it/s]
Train:   8%|▊         | 144/1710 [00:36<06:27,  4.04it/s]
Train:   8%|▊         | 145/1710 [00:36<06:28,  4.03it/s]
Train:   9%|▊         | 146/1710 [00:36<06:27,  4.03it/s]
Train:   9%|▊         | 147/1710 [00:36<06:27,  4.04it/s]
Train:   9%|▊         | 148/1710 [00:37<06:27,  4.04it/s]
Train:   9%|▊         | 149/1710 [00:37<06:26,  4.04it/s]
Train:   9%|▉         | 150/1710 [00:37<06:26,  4.04it/s]
Train:   9%|▉         | 151/1710 [00:37<06:26,  4.04it/s]
Train:   9%|▉         | 152/1710 [00:38<06:25,  4.04it/s]
Train:   9%|▉         | 153/1710 [00:38<06:25,  4.04it/s]
Train:   9%|▉         | 154/1710 [00:38<06:25,  4.04it/s]
Train:   9%|▉         | 155/1710 [00:38<06:25,  4.04it/s]
Train:   9%|▉         | 156/1710 [00:39<06:24,  4.04it/s]
Train:   9%|▉         | 157/1710 [00:39<06:24,  4.04it/s]
Train:   9%|▉         | 158/1710 [00:39<06:24,  4.04it/s]
Train:   9%|▉         | 159/1710 [00:39<06:23,  4.04it/s]
Train:   9%|▉         | 160/1710 [00:40<06:23,  4.04it/s]
Train:   9%|▉         | 161/1710 [00:40<06:23,  4.04it/s]
Train:   9%|▉         | 162/1710 [00:40<06:23,  4.04it/s]
Train:  10%|▉         | 163/1710 [00:40<06:25,  4.01it/s]
Train:  10%|▉         | 164/1710 [00:41<06:24,  4.02it/s]
Train:  10%|▉         | 165/1710 [00:41<06:23,  4.03it/s]
Train:  10%|▉         | 166/1710 [00:41<06:22,  4.03it/s]
Train:  10%|▉         | 167/1710 [00:41<06:22,  4.04it/s]
Train:  10%|▉         | 168/1710 [00:42<06:22,  4.03it/s]
Train:  10%|▉         | 169/1710 [00:42<06:22,  4.03it/s]
Train:  10%|▉         | 170/1710 [00:42<06:21,  4.04it/s]
Train:  10%|█         | 171/1710 [00:42<06:21,  4.03it/s]
Train:  10%|█         | 172/1710 [00:43<06:21,  4.04it/s]
Train:  10%|█         | 173/1710 [00:43<06:20,  4.04it/s]
Train:  10%|█         | 174/1710 [00:43<06:22,  4.01it/s]
Train:  10%|█         | 175/1710 [00:43<06:21,  4.02it/s]
Train:  10%|█         | 176/1710 [00:44<06:20,  4.03it/s]
Train:  10%|█         | 177/1710 [00:44<06:20,  4.03it/s]
Train:  10%|█         | 178/1710 [00:44<06:19,  4.03it/s]
Train:  10%|█         | 179/1710 [00:44<06:19,  4.03it/s]
Train:  11%|█         | 180/1710 [00:45<06:18,  4.04it/s]
Train:  11%|█         | 181/1710 [00:45<06:18,  4.04it/s]
Train:  11%|█         | 182/1710 [00:45<06:18,  4.04it/s]
Train:  11%|█         | 183/1710 [00:45<06:18,  4.04it/s]
Train:  11%|█         | 184/1710 [00:46<06:18,  4.04it/s]
Train:  11%|█         | 185/1710 [00:46<06:17,  4.04it/s]
Train:  11%|█         | 186/1710 [00:46<06:17,  4.04it/s]
Train:  11%|█         | 187/1710 [00:46<06:17,  4.04it/s]
Train:  11%|█         | 188/1710 [00:47<06:16,  4.04it/s]
Train:  11%|█         | 189/1710 [00:47<06:16,  4.04it/s]
Train:  11%|█         | 190/1710 [00:47<06:15,  4.04it/s]
Train:  11%|█         | 191/1710 [00:47<06:15,  4.04it/s]
Train:  11%|█         | 192/1710 [00:48<06:15,  4.04it/s]
Train:  11%|█▏        | 193/1710 [00:48<06:15,  4.04it/s]
Train:  11%|█▏        | 194/1710 [00:48<06:15,  4.04it/s]
Train:  11%|█▏        | 195/1710 [00:48<06:16,  4.02it/s]
Train:  11%|█▏        | 196/1710 [00:49<06:16,  4.02it/s]
Train:  12%|█▏        | 197/1710 [00:49<06:15,  4.03it/s]
Train:  12%|█▏        | 198/1710 [00:49<06:15,  4.03it/s]
Train:  12%|█▏        | 199/1710 [00:49<06:14,  4.03it/s]
Train:  12%|█▏        | 200/1710 [00:50<06:14,  4.04it/s]
Train:  12%|█▏        | 201/1710 [00:50<06:13,  4.04it/s]
Train:  12%|█▏        | 202/1710 [00:50<06:13,  4.04it/s]
Train:  12%|█▏        | 203/1710 [00:50<06:13,  4.03it/s]
Train:  12%|█▏        | 204/1710 [00:51<06:13,  4.03it/s]
Train:  12%|█▏        | 205/1710 [00:51<06:13,  4.03it/s]
Train:  12%|█▏        | 206/1710 [00:51<06:12,  4.04it/s]
Train:  12%|█▏        | 207/1710 [00:51<06:12,  4.04it/s]
Train:  12%|█▏        | 208/1710 [00:52<06:11,  4.04it/s]
Train:  12%|█▏        | 209/1710 [00:52<06:11,  4.04it/s]
Train:  12%|█▏        | 210/1710 [00:52<06:11,  4.04it/s]
Train:  12%|█▏        | 211/1710 [00:52<06:11,  4.04it/s]
Train:  12%|█▏        | 212/1710 [00:53<06:11,  4.03it/s]
Train:  12%|█▏        | 213/1710 [00:53<06:10,  4.04it/s]
Train:  13%|█▎        | 214/1710 [00:53<06:10,  4.04it/s]
Train:  13%|█▎        | 215/1710 [00:53<06:09,  4.04it/s]
Train:  13%|█▎        | 216/1710 [00:54<06:09,  4.04it/s]
Train:  13%|█▎        | 217/1710 [00:54<06:09,  4.04it/s]
Train:  13%|█▎        | 218/1710 [00:54<06:09,  4.04it/s]
Train:  13%|█▎        | 219/1710 [00:54<06:08,  4.04it/s]
Train:  13%|█▎        | 220/1710 [00:54<06:08,  4.04it/s]
Train:  13%|█▎        | 221/1710 [00:55<06:08,  4.04it/s]
Train:  13%|█▎        | 222/1710 [00:55<06:08,  4.03it/s]
Train:  13%|█▎        | 223/1710 [00:55<06:09,  4.03it/s]
Train:  13%|█▎        | 224/1710 [00:55<06:08,  4.03it/s]
Train:  13%|█▎        | 225/1710 [00:56<06:08,  4.03it/s]
Train:  13%|█▎        | 226/1710 [00:56<06:07,  4.04it/s]
Train:  13%|█▎        | 227/1710 [00:56<06:07,  4.04it/s]
Train:  13%|█▎        | 228/1710 [00:56<06:07,  4.04it/s]
Train:  13%|█▎        | 229/1710 [00:57<06:06,  4.04it/s]
Train:  13%|█▎        | 230/1710 [00:57<06:06,  4.04it/s]
Train:  14%|█▎        | 231/1710 [00:57<06:05,  4.04it/s]
Train:  14%|█▎        | 232/1710 [00:57<06:05,  4.04it/s]
Train:  14%|█▎        | 233/1710 [00:58<06:05,  4.04it/s]
Train:  14%|█▎        | 234/1710 [00:58<06:05,  4.04it/s]
Train:  14%|█▎        | 235/1710 [00:58<06:06,  4.03it/s]
Train:  14%|█▍        | 236/1710 [00:58<06:05,  4.03it/s]
Train:  14%|█▍        | 237/1710 [00:59<06:05,  4.03it/s]
Train:  14%|█▍        | 238/1710 [00:59<06:05,  4.03it/s]
Train:  14%|█▍        | 239/1710 [00:59<06:04,  4.03it/s]
Train:  14%|█▍        | 240/1710 [00:59<06:04,  4.03it/s]
Train:  14%|█▍        | 241/1710 [01:00<06:03,  4.04it/s]
Train:  14%|█▍        | 242/1710 [01:00<06:03,  4.04it/s]
Train:  14%|█▍        | 243/1710 [01:00<06:03,  4.03it/s]
Train:  14%|█▍        | 244/1710 [01:00<06:03,  4.04it/s]
Train:  14%|█▍        | 245/1710 [01:01<06:02,  4.04it/s]
Train:  14%|█▍        | 246/1710 [01:01<06:02,  4.04it/s]
Train:  14%|█▍        | 247/1710 [01:01<06:02,  4.04it/s]
Train:  15%|█▍        | 248/1710 [01:01<06:02,  4.03it/s]
Train:  15%|█▍        | 249/1710 [01:02<06:01,  4.04it/s]
Train:  15%|█▍        | 250/1710 [01:02<06:01,  4.03it/s]
Train:  15%|█▍        | 251/1710 [01:02<06:01,  4.04it/s]
Train:  15%|█▍        | 252/1710 [01:02<06:01,  4.04it/s]
Train:  15%|█▍        | 253/1710 [01:03<06:01,  4.03it/s]
Train:  15%|█▍        | 254/1710 [01:03<06:00,  4.04it/s]
Train:  15%|█▍        | 255/1710 [01:03<06:00,  4.04it/s]
Train:  15%|█▍        | 256/1710 [01:03<06:00,  4.04it/s]
Train:  15%|█▌        | 257/1710 [01:04<05:59,  4.04it/s]
Train:  15%|█▌        | 258/1710 [01:04<05:59,  4.04it/s]
Train:  15%|█▌        | 259/1710 [01:04<05:59,  4.04it/s]
Train:  15%|█▌        | 260/1710 [01:04<05:58,  4.04it/s]
Train:  15%|█▌        | 261/1710 [01:05<05:58,  4.04it/s]
Train:  15%|█▌        | 262/1710 [01:05<05:58,  4.04it/s]
Train:  15%|█▌        | 263/1710 [01:05<05:58,  4.04it/s]
Train:  15%|█▌        | 264/1710 [01:05<05:57,  4.04it/s]
Train:  15%|█▌        | 265/1710 [01:06<05:57,  4.04it/s]
Train:  16%|█▌        | 266/1710 [01:06<05:57,  4.04it/s]
Train:  16%|█▌        | 267/1710 [01:06<05:57,  4.04it/s]
Train:  16%|█▌        | 268/1710 [01:06<05:56,  4.04it/s]
Train:  16%|█▌        | 269/1710 [01:07<05:56,  4.04it/s]
Train:  16%|█▌        | 270/1710 [01:07<05:56,  4.04it/s]
Train:  16%|█▌        | 271/1710 [01:07<05:56,  4.04it/s]
Train:  16%|█▌        | 272/1710 [01:07<05:56,  4.04it/s]
Train:  16%|█▌        | 273/1710 [01:08<05:55,  4.04it/s]
Train:  16%|█▌        | 274/1710 [01:08<05:55,  4.04it/s]
Train:  16%|█▌        | 275/1710 [01:08<05:55,  4.04it/s]
Train:  16%|█▌        | 276/1710 [01:08<05:55,  4.04it/s]
Train:  16%|█▌        | 277/1710 [01:09<05:54,  4.04it/s]
Train:  16%|█▋        | 278/1710 [01:09<05:54,  4.04it/s]
Train:  16%|█▋        | 279/1710 [01:09<05:54,  4.03it/s]
Train:  16%|█▋        | 280/1710 [01:09<05:54,  4.04it/s]
Train:  16%|█▋        | 281/1710 [01:10<05:54,  4.03it/s]
Train:  16%|█▋        | 282/1710 [01:10<05:53,  4.03it/s]
Train:  17%|█▋        | 283/1710 [01:10<05:53,  4.04it/s]
Train:  17%|█▋        | 284/1710 [01:10<05:53,  4.04it/s]
Train:  17%|█▋        | 285/1710 [01:11<05:52,  4.04it/s]
Train:  17%|█▋        | 286/1710 [01:11<05:52,  4.04it/s]
Train:  17%|█▋        | 287/1710 [01:11<05:52,  4.04it/s]
Train:  17%|█▋        | 288/1710 [01:11<05:51,  4.04it/s]
Train:  17%|█▋        | 289/1710 [01:12<05:51,  4.04it/s]
Train:  17%|█▋        | 290/1710 [01:12<05:51,  4.04it/s]
Train:  17%|█▋        | 291/1710 [01:12<05:51,  4.04it/s]
Train:  17%|█▋        | 292/1710 [01:12<05:51,  4.03it/s]
Train:  17%|█▋        | 293/1710 [01:13<05:51,  4.04it/s]
Train:  17%|█▋        | 294/1710 [01:13<05:50,  4.03it/s]
Train:  17%|█▋        | 295/1710 [01:13<05:50,  4.03it/s]
Train:  17%|█▋        | 296/1710 [01:13<05:50,  4.04it/s]
Train:  17%|█▋        | 297/1710 [01:14<05:50,  4.03it/s]
Train:  17%|█▋        | 298/1710 [01:14<05:49,  4.04it/s]
Train:  17%|█▋        | 299/1710 [01:14<05:49,  4.03it/s]
Train:  18%|█▊        | 300/1710 [01:14<05:49,  4.03it/s]
Train:  18%|█▊        | 301/1710 [01:15<05:49,  4.03it/s]
Train:  18%|█▊        | 302/1710 [01:15<05:49,  4.03it/s]
Train:  18%|█▊        | 303/1710 [01:15<05:48,  4.04it/s]
Train:  18%|█▊        | 304/1710 [01:15<05:48,  4.04it/s]
Train:  18%|█▊        | 305/1710 [01:16<05:48,  4.03it/s]
Train:  18%|█▊        | 306/1710 [01:16<05:47,  4.03it/s]
Train:  18%|█▊        | 307/1710 [01:16<05:47,  4.04it/s]
Train:  18%|█▊        | 308/1710 [01:16<05:46,  4.04it/s]
Train:  18%|█▊        | 309/1710 [01:17<05:46,  4.04it/s]
Train:  18%|█▊        | 310/1710 [01:17<05:46,  4.04it/s]
Train:  18%|█▊        | 311/1710 [01:17<05:46,  4.04it/s]
Train:  18%|█▊        | 312/1710 [01:17<05:46,  4.04it/s]
Train:  18%|█▊        | 313/1710 [01:18<05:45,  4.04it/s]
Train:  18%|█▊        | 314/1710 [01:18<05:45,  4.04it/s]
Train:  18%|█▊        | 315/1710 [01:18<05:45,  4.04it/s]
Train:  18%|█▊        | 316/1710 [01:18<05:45,  4.04it/s]
Train:  19%|█▊        | 317/1710 [01:19<05:44,  4.04it/s]
Train:  19%|█▊        | 318/1710 [01:19<05:44,  4.04it/s]
Train:  19%|█▊        | 319/1710 [01:19<05:44,  4.03it/s]
Train:  19%|█▊        | 320/1710 [01:19<05:44,  4.03it/s]
Train:  19%|█▉        | 321/1710 [01:20<05:44,  4.04it/s]
Train:  19%|█▉        | 322/1710 [01:20<05:43,  4.04it/s]
Train:  19%|█▉        | 323/1710 [01:20<05:43,  4.04it/s]
Train:  19%|█▉        | 324/1710 [01:20<05:43,  4.04it/s]
Train:  19%|█▉        | 325/1710 [01:21<05:43,  4.04it/s]
Train:  19%|█▉        | 326/1710 [01:21<05:42,  4.04it/s]
Train:  19%|█▉        | 327/1710 [01:21<05:42,  4.04it/s]
Train:  19%|█▉        | 328/1710 [01:21<05:42,  4.04it/s]
